SensoriaRawDataFormat: 4.0
FirmwareRevision: 1.1.5.238R
DeviceName: Sensoria-C1-08C8
SerialNumber: C510F3DE76F7D46D
Location: 0x0000
Start: 2024-09-01T17:33:12+02:00
SamplingFrequency: 50
AfeName: N/A
AfeUnits: N/A
(null)
(null)
(null)
(null)
(null)
(null)
(null)
(null)

Tag,AutoTag,Tick,T,S0,S1,S2,Ax,Ay,Az,Gx,Gy,Gz,Mx,My,Mz,HRM,S3,S4,S5,S6,S7,CS0,CS1,CS2,CS3,CS4,CS5,CS6,CS7,RSSI,Timestamp,Zero
,,1717,1300,391,435,452,-0.082031,0.976562,0.042969,-4.480000,-4.480000,-3.360000,0.158848,-0.177536,0.084096,,0,0,0,0,0,,,,,,,,,-77,17:33:13.745,
,,1718,1320,391,435,451,-0.082031,0.976562,0.042969,-4.480000,-4.480000,-3.360000,0.158848,-0.177536,0.084096,,0,0,0,0,0,,,,,,,,,-77,17:33:13.746,
,,1719,1340,391,434,450,-0.082031,0.976562,0.042969,-4.480000,-4.480000,-3.360000,0.158848,-0.177536,0.084096,,0,0,0,0,0,,,,,,,,,-77,17:33:13.775,
,,1720,1360,392,435,451,-0.097656,0.972656,0.062500,-4.480000,-5.600000,-2.240000,0.158848,-0.177536,0.084096,,0,0,0,0,0,,,,,,,,,-77,17:33:13.805,
,,1721,1380,391,435,452,-0.097656,0.972656,0.062500,-4.480000,-5.600000,-2.240000,0.158848,-0.177536,0.084096,,0,0,0,0,0,,,,,,,,,-77,17:33:13.806,
,,1722,1400,392,435,451,-0.097656,0.972656,0.062500,-4.480000,-5.600000,-2.240000,0.158848,-0.177536,0.084096,,0,0,0,0,0,,,,,,,,,-77,17:33:13.835,
,,1723,1420,393,437,451,-0.097656,0.972656,0.062500,-4.480000,-5.600000,-2.240000,0.158848,-0.177536,0.084096,,0,0,0,0,0,,,,,,,,,-77,17:33:13.865,
,,1724,1440,392,440,452,-0.085938,0.968750,0.089844,-5.600000,-4.480000,-2.240000,0.158848,-0.177536,0.084096,,0,0,0,0,0,,,,,,,,,-77,17:33:13.866,
,,1725,1460,394,442,451,-0.085938,0.968750,0.089844,-5.600000,-4.480000,-2.240000,0.158848,-0.177536,0.084096,,0,0,0,0,0,,,,,,,,,-77,17:33:13.895,
,,1726,1480,395,442,450,-0.085938,0.968750,0.089844,-5.600000,-4.480000,-2.240000,0.158848,-0.177536,0.084096,,0,0,0,0,0,,,,,,,,,-77,17:33:13.925,
,,1727,1500,393,443,452,-0.085938,0.968750,0.089844,-5.600000,-4.480000,-2.240000,0.158848,-0.177536,0.084096,,0,0,0,0,0,,,,,,,,,-77,17:33:13.926,
,,1728,1520,394,446,450,-0.062500,0.980469,0.027344,-3.360000,-2.240000,-2.240000,0.158848,-0.177536,0.084096,,0,0,0,0,0,,,,,,,,,-77,17:33:13.955,
,,1729,1540,393,445,450,-0.062500,0.980469,0.027344,-3.360000,-2.240000,-2.240000,0.158848,-0.177536,0.084096,,0,0,0,0,0,,,,,,,,,-77,17:33:13.985,
,,1730,1560,394,444,452,-0.062500,0.980469,0.027344,-3.360000,-2.240000,-2.240000,0.158848,-0.177536,0.084096,,0,0,0,0,0,,,,,,,,,-77,17:33:13.986,
,,1731,1580,395,445,451,-0.062500,0.980469,0.027344,-3.360000,-2.240000,-2.240000,0.158848,-0.177536,0.084096,,0,0,0,0,0,,,,,,,,,-77,17:33:14.015,
,,1732,1600,395,446,453,-0.066406,0.980469,0.050781,-3.360000,-3.360000,-3.360000,0.158848,-0.177536,0.084096,,0,0,0,0,0,,,,,,,,,-77,17:33:14.046,
,,1733,1620,395,446,452,-0.066406,0.980469,0.050781,-3.360000,-3.360000,-3.360000,0.158848,-0.177536,0.084096,,0,0,0,0,0,,,,,,,,,-77,17:33:14.046,
,,1734,1640,395,445,454,-0.054688,0.976562,0.058594,-5.600000,-5.600000,-3.360000,0.158848,-0.177536,0.084096,,0,0,0,0,0,,,,,,,,,-77,17:33:14.105,
,,1735,1660,396,446,454,-0.054688,0.976562,0.058594,-5.600000,-5.600000,-3.360000,0.158848,-0.177536,0.084096,,0,0,0,0,0,,,,,,,,,-77,17:33:14.106,
,,1736,1680,397,447,455,-0.054688,0.976562,0.058594,-5.600000,-5.600000,-3.360000,0.158848,-0.177536,0.084096,,0,0,0,0,0,,,,,,,,,-77,17:33:14.135,
,,1737,1700,398,449,457,-0.054688,0.976562,0.058594,-5.600000,-5.600000,-3.360000,0.158848,-0.177536,0.084096,,0,0,0,0,0,,,,,,,,,-77,17:33:14.166,
,,1738,1720,399,452,459,-0.046875,0.976562,0.089844,-6.720000,-5.600000,-2.240000,0.158848,-0.177536,0.084096,,0,0,0,0,0,,,,,,,,,-77,17:33:14.166,
,,1739,1740,401,456,463,-0.046875,0.976562,0.089844,-6.720000,-5.600000,-2.240000,0.158848,-0.177536,0.084096,,0,0,0,0,0,,,,,,,,,-77,17:33:14.195,
,,1740,1760,401,460,469,-0.046875,0.976562,0.089844,-6.720000,-5.600000,-2.240000,0.158848,-0.177536,0.084096,,0,0,0,0,0,,,,,,,,,-77,17:33:14.225,
,,1741,1780,402,461,482,-0.046875,0.976562,0.089844,-6.720000,-5.600000,-2.240000,0.158848,-0.177536,0.084096,,0,0,0,0,0,,,,,,,,,-77,17:33:14.226,
,,1742,1800,402,467,495,-0.058594,1.019531,0.132812,-8.960000,-5.600000,-3.360000,0.158848,-0.177536,0.084096,,0,0,0,0,0,,,,,,,,,-77,17:33:14.255,
,,1743,1820,403,476,505,-0.058594,1.019531,0.132812,-8.960000,-5.600000,-3.360000,0.158848,-0.177536,0.084096,,0,0,0,0,0,,,,,,,,,-77,17:33:14.285,
,,1744,1840,405,490,512,-0.058594,1.019531,0.132812,-8.960000,-5.600000,-3.360000,0.158848,-0.177536,0.084096,,0,0,0,0,0,,,,,,,,,-77,17:33:14.286,
,,1745,1860,407,500,515,-0.222656,1.570312,0.132812,-22.400000,-3.360000,-20.160000,0.158848,-0.177536,0.084096,,0,0,0,0,0,,,,,,,,,-77,17:33:14.315,
,,1746,1880,410,509,517,-0.222656,1.570312,0.132812,-22.400000,-3.360000,-20.160000,0.158848,-0.177536,0.084096,,0,0,0,0,0,,,,,,,,,-77,17:33:14.346,
,,1747,1900,413,512,517,-0.222656,1.570312,0.132812,-22.400000,-3.360000,-20.160000,0.158848,-0.177536,0.084096,,0,0,0,0,0,,,,,,,,,-77,17:33:14.346,
,,1748,1920,416,519,517,-0.222656,1.570312,0.132812,-22.400000,-3.360000,-20.160000,0.158848,-0.177536,0.084096,,0,0,0,0,0,,,,,,,,,-77,17:33:14.375,
,,1749,1940,417,521,518,-0.027344,1.664062,0.175781,-24.639999,-3.360000,-66.080002,0.158848,-0.177536,0.084096,,0,0,0,0,0,,,,,,,,,-77,17:33:14.405,
,,1750,1960,418,524,518,-0.027344,1.664062,0.175781,-24.639999,-3.360000,-66.080002,0.158848,-0.177536,0.084096,,0,0,0,0,0,,,,,,,,,-77,17:33:14.406,
,,1751,1980,420,525,516,-0.027344,1.664062,0.175781,-24.639999,-3.360000,-66.080002,0.158848,-0.177536,0.084096,,0,0,0,0,0,,,,,,,,,-77,17:33:14.435,
,,1752,2000,421,527,516,-0.027344,1.664062,0.175781,-24.639999,-3.360000,-66.080002,0.158848,-0.177536,0.084096,,0,0,0,0,0,,,,,,,,,-77,17:33:14.465,
,,1753,2020,422,528,514,-0.066406,1.378906,0.250000,-4.480000,-6.720000,-113.120003,0.158848,-0.177536,0.084096,,0,0,0,0,0,,,,,,,,,-77,17:33:14.466,
,,1754,2040,423,528,513,-0.066406,1.378906,0.250000,-4.480000,-6.720000,-113.120003,0.158848,-0.177536,0.084096,,0,0,0,0,0,,,,,,,,,-77,17:33:14.495,
,,1755,2060,422,527,515,-0.066406,1.378906,0.250000,-4.480000,-6.720000,-113.120003,0.158848,-0.177536,0.084096,,0,0,0,0,0,,,,,,,,,-77,17:33:14.526,
,,1756,2080,422,526,516,-0.066406,1.378906,0.250000,-4.480000,-6.720000,-113.120003,0.158848,-0.177536,0.084096,,0,0,0,0,0,,,,,,,,,-77,17:33:14.526,
,,1757,2100,423,527,514,-0.304688,0.742188,0.246094,15.680000,14.560000,-117.599998,0.158848,-0.177536,0.084096,,0,0,0,0,0,,,,,,,,,-77,17:33:14.555,
,,1758,2120,422,526,515,-0.304688,0.742188,0.246094,15.680000,14.560000,-117.599998,-0.018688,-0.158848,0.065408,,0,0,0,0,0,,,,,,,,,-77,17:33:14.585,
,,1759,2140,422,526,515,-0.304688,0.742188,0.246094,15.680000,14.560000,-117.599998,-0.018688,-0.158848,0.065408,,0,0,0,0,0,,,,,,,,,-77,17:33:14.586,
,,1760,2160,422,527,515,-0.304688,0.742188,0.246094,15.680000,14.560000,-117.599998,-0.018688,-0.158848,0.065408,,0,0,0,0,0,,,,,,,,,-77,17:33:14.615,
,,1761,2180,422,527,514,-0.304688,0.343750,0.167969,19.040001,26.880001,-61.599998,-0.018688,-0.158848,0.065408,,0,0,0,0,0,,,,,,,,,-77,17:33:14.645,
,,1762,2200,421,526,515,-0.304688,0.343750,0.167969,19.040001,26.880001,-61.599998,-0.018688,-0.158848,0.065408,,0,0,0,0,0,,,,,,,,,-77,17:33:14.646,
,,1763,2220,424,528,516,-0.304688,0.343750,0.167969,19.040001,26.880001,-61.599998,-0.018688,-0.158848,0.065408,,0,0,0,0,0,,,,,,,,,-77,17:33:14.675,
